review_id,sample_id,scenario_id,timestamp,raw_event_reference,attacker,victim,raw_rule_id,raw_rule_description,raw_rule_native_mitre,ai_proposed_expected_mitre_techniques,"cyukti_prediction (live resolve_mitre() output, NOT ground truth)",labeling_method,evidence_reference,decision (fill in: ACCEPT|MODIFY|REJECT|UNCERTAIN),"corrected_techniques (fill in only if MODIFY, comma-separated ATT&CK IDs)",reviewer,rationale
REV-MITRE-0028,SCN-SSHBRUTE-001-027,SCN-SSHBRUTE-001,2026-06-09T10:57:12.951+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0029,SCN-SSHBRUTE-001-028,SCN-SSHBRUTE-001,2026-06-09T10:57:12.954+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0030,SCN-SSHBRUTE-001-029,SCN-SSHBRUTE-001,2026-06-09T10:57:32.346+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0031,SCN-SSHBRUTE-001-030,SCN-SSHBRUTE-001,2026-06-09T10:57:48.979+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0032,SCN-SSHBRUTE-001-031,SCN-SSHBRUTE-001,2026-06-09T10:57:48.983+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0033,SCN-SSHBRUTE-001-032,SCN-SSHBRUTE-001,2026-06-09T10:58:08.414+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0034,SCN-SSHBRUTE-001-033,SCN-SSHBRUTE-001,2026-06-09T10:58:08.417+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0035,SCN-SSHBRUTE-001-034,SCN-SSHBRUTE-001,2026-06-09T10:58:28.744+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0036,SCN-SSHBRUTE-001-035,SCN-SSHBRUTE-001,2026-06-09T10:58:28.747+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0037,SCN-SSHBRUTE-001-036,SCN-SSHBRUTE-001,2026-06-09T10:58:49.251+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0038,SCN-SSHBRUTE-001-037,SCN-SSHBRUTE-001,2026-06-09T10:59:08.725+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0039,SCN-SSHBRUTE-001-038,SCN-SSHBRUTE-001,2026-06-09T10:59:08.729+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0040,SCN-SSHBRUTE-001-039,SCN-SSHBRUTE-001,2026-06-09T10:59:28.455+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0041,SCN-SSHBRUTE-001-040,SCN-SSHBRUTE-001,2026-06-09T10:59:28.458+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0042,SCN-SSHBRUTE-001-041,SCN-SSHBRUTE-001,2026-06-09T10:59:47.299+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0043,SCN-SSHBRUTE-001-042,SCN-SSHBRUTE-001,2026-06-09T10:59:48.633+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0044,SCN-SSHBRUTE-001-043,SCN-SSHBRUTE-001,2026-06-09T11:00:06.941+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0045,SCN-SSHBRUTE-001-044,SCN-SSHBRUTE-001,2026-06-09T11:00:22.713+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0046,SCN-SSHBRUTE-001-045,SCN-SSHBRUTE-001,2026-06-09T11:00:26.657+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0047,SCN-SSHBRUTE-001-046,SCN-SSHBRUTE-001,2026-06-09T11:00:41.728+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0048,SCN-SSHBRUTE-001-047,SCN-SSHBRUTE-001,2026-06-09T11:00:45.536+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0049,SCN-SSHBRUTE-001-048,SCN-SSHBRUTE-001,2026-06-09T11:01:02.644+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0050,SCN-SSHBRUTE-001-049,SCN-SSHBRUTE-001,2026-06-09T11:01:05.230+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0051,SCN-NMAP-001-000,SCN-NMAP-001,2026-06-08T05:12:24.172+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0052,SCN-NMAP-001-001,SCN-NMAP-001,2026-06-08T05:12:24.174+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0053,SCN-NMAP-001-002,SCN-NMAP-001,2026-06-08T05:12:24.179+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0054,SCN-NMAP-001-003,SCN-NMAP-001,2026-06-08T05:12:24.184+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0055,SCN-NMAP-001-004,SCN-NMAP-001,2026-06-08T05:12:24.185+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0056,SCN-NMAP-001-005,SCN-NMAP-001,2026-06-08T05:12:24.193+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
